,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Total_Assets,Assets_score,Assets_to_loan_score,Income_to_loan,Income_to_loan_score,Income_to_Loan_score_per_dependancy
1930,4, Graduate, Yes,6200000,16200000,20,734,8800000,4000000,14600000,4400000,1,27400000,20111600000,1241.4567901234568,7.654320987654321,5618.271604938272,1123.6543209876543
1931,3, Graduate, No,6300000,17000000,16,388,11700000,2100000,16100000,3200000,0,29900000,11601200000,682.4235294117647,5.929411764705883,2300.6117647058823,575.1529411764706
1932,0, Graduate, Yes,3800000,8100000,20,831,6500000,1700000,7700000,2000000,1,15900000,13212900000,1631.2222222222222,9.382716049382717,7797.037037037037,7797.037037037037
1933,5, Not Graduate, No,500000,1500000,6,433,-100000,700000,1900000,700000,0,2500000,1082500000,721.6666666666666,2.0,866.0,144.33333333333334
1934,2, Graduate, Yes,5000000,15900000,16,699,8800000,5900000,18100000,7200000,1,32800000,22927200000,1441.9622641509434,5.031446540880503,3516.9811320754716,1172.3270440251572
1935,0, Not Graduate, No,4500000,17100000,8,303,7400000,8200000,17400000,4200000,0,33000000,9999000000,584.7368421052631,2.1052631578947367,637.8947368421052,637.8947368421052
1936,4, Not Graduate, No,1000000,3800000,2,611,1700000,1800000,2500000,600000,1,6000000,3666000000,964.7368421052631,0.5263157894736842,321.57894736842104,64.3157894736842
1937,2, Graduate, No,1700000,3700000,20,558,4100000,1400000,5000000,2500000,1,10500000,5859000000,1583.5135135135135,9.18918918918919,5127.5675675675675,1709.1891891891892
1938,4, Graduate, Yes,1200000,4800000,2,752,2800000,900000,3000000,600000,1,6700000,5038400000,1049.6666666666667,0.5,376.0,75.2
1939,5, Not Graduate, Yes,8500000,25800000,14,786,13900000,11000000,32400000,11300000,1,57300000,45037800000,1745.6511627906978,4.612403100775194,3625.3488372093025,604.2248062015505
1940,0, Graduate, No,8600000,29000000,18,481,21200000,2600000,27700000,5400000,0,51500000,24771500000,854.1896551724138,5.337931034482758,2567.544827586207,2567.544827586207
1941,2, Graduate, No,400000,1300000,16,507,200000,200000,1500000,300000,0,1900000,963300000,741.0,4.923076923076923,2496.0,832.0
1942,4, Graduate, No,8700000,19800000,14,715,13500000,13400000,32000000,8500000,1,58900000,42113500000,2126.9444444444443,6.151515151515151,4398.333333333333,879.6666666666666
1943,0, Not Graduate, No,1800000,5700000,20,392,3800000,2400000,3500000,1400000,0,9700000,3802400000,667.0877192982456,6.315789473684211,2475.7894736842104,2475.7894736842104
1944,0, Graduate, Yes,4700000,17700000,16,887,1300000,4900000,13200000,6700000,1,19400000,17207800000,972.1920903954802,4.248587570621469,3768.4971751412427,3768.4971751412427
1945,0, Not Graduate, No,7300000,21600000,2,479,17900000,12300000,15900000,7500000,0,46100000,22081900000,1022.3101851851852,0.6759259259259259,323.76851851851853,323.76851851851853
1946,2, Graduate, No,8400000,32100000,20,328,16300000,4600000,19500000,8000000,0,40400000,13251200000,412.809968847352,5.233644859813084,1716.6355140186915,572.2118380062306
1947,2, Graduate, Yes,4800000,12900000,8,740,9300000,900000,11000000,3700000,1,21200000,15688000000,1216.124031007752,2.9767441860465116,2202.7906976744184,734.2635658914728
1948,2, Graduate, No,9200000,34200000,2,456,12200000,11300000,25800000,5700000,1,49300000,22480800000,657.3333333333334,0.5380116959064327,245.33333333333331,81.77777777777777
1949,1, Not Graduate, No,6200000,21100000,10,467,15600000,10500000,23500000,5300000,0,49600000,23163200000,1097.781990521327,2.938388625592417,1372.227488151659,686.1137440758295
1950,0, Graduate, Yes,200000,700000,10,587,-100000,100000,500000,100000,0,500000,293500000,419.2857142857143,2.857142857142857,1677.142857142857,1677.142857142857
1951,0, Not Graduate, Yes,2500000,6700000,16,569,4500000,3400000,6200000,1300000,1,14100000,8022900000,1197.44776119403,5.970149253731344,3397.0149253731347,3397.0149253731347
1952,3, Not Graduate, Yes,8000000,24400000,14,399,19100000,5400000,20600000,11600000,0,45100000,17994900000,737.4959016393443,4.590163934426229,1831.4754098360654,457.86885245901635
1953,1, Not Graduate, No,4600000,15200000,4,593,13800000,3800000,11700000,3900000,1,29300000,17374900000,1143.0855263157894,1.2105263157894737,717.8421052631579,358.92105263157896
1954,3, Not Graduate, Yes,4900000,12700000,8,409,2000000,2500000,19300000,4700000,0,23800000,9734200000,766.4724409448819,3.0866141732283463,1262.4251968503936,315.6062992125984
1955,4, Not Graduate, No,9500000,21300000,18,353,22900000,2300000,21400000,11100000,0,46600000,16449800000,772.2910798122066,8.028169014084508,2833.9436619718313,566.7887323943662
1956,5, Graduate, Yes,4500000,11600000,20,306,4800000,1900000,11900000,5700000,0,18600000,5691600000,490.6551724137931,7.758620689655173,2374.137931034483,395.6896551724138
1957,2, Graduate, Yes,5900000,14200000,12,499,9200000,11600000,20200000,4400000,0,41000000,20459000000,1440.774647887324,4.985915492957746,2487.9718309859154,829.3239436619718
1958,4, Graduate, No,4200000,14600000,6,324,6300000,5900000,11700000,3000000,0,23900000,7743600000,530.3835616438356,1.726027397260274,559.2328767123288,111.84657534246575
1959,2, Not Graduate, Yes,3300000,11300000,6,647,5100000,6000000,12800000,4400000,1,23900000,15463300000,1368.4336283185842,1.752212389380531,1133.6814159292035,377.8938053097345
1960,2, Graduate, Yes,4900000,12600000,2,767,1100000,7400000,13000000,3800000,1,21500000,16490500000,1308.7698412698412,0.7777777777777778,596.5555555555555,198.85185185185185
1961,4, Not Graduate, No,5300000,10700000,12,821,15400000,10200000,17600000,2600000,1,43200000,35467200000,3314.691588785047,5.94392523364486,4879.96261682243,975.992523364486
1962,4, Not Graduate, No,7200000,17700000,6,338,9900000,9300000,27800000,7200000,0,47000000,15886000000,897.5141242937854,2.440677966101695,824.949152542373,164.9898305084746
1963,0, Graduate, No,8400000,24300000,4,785,11900000,10100000,26600000,8500000,1,48600000,38151000000,1570.0,1.382716049382716,1085.432098765432,1085.432098765432
1964,3, Graduate, No,3800000,11800000,4,694,0,500000,8300000,5100000,1,8800000,6107200000,517.5593220338983,1.2881355932203389,893.9661016949152,223.4915254237288
1965,0, Not Graduate, No,9900000,22300000,20,613,28400000,8900000,23600000,4900000,1,60900000,37331700000,1674.067264573991,8.878923766816143,5442.780269058296,5442.780269058296
1966,4, Graduate, Yes,2900000,8300000,10,318,8700000,4100000,10900000,2100000,0,23700000,7536600000,908.0240963855422,3.4939759036144578,1111.0843373493976,222.21686746987953
1967,3, Not Graduate, Yes,6000000,18700000,18,783,2800000,8500000,20300000,8800000,1,31600000,24742800000,1323.144385026738,5.775401069518717,4522.139037433155,1130.5347593582887
1968,2, Not Graduate, No,1700000,5300000,20,761,2500000,500000,3700000,1200000,1,6700000,5098700000,962.0188679245283,6.415094339622642,4881.88679245283,1627.2955974842769
1969,4, Graduate, Yes,5300000,12000000,10,329,15300000,9300000,17300000,6100000,0,41900000,13785100000,1148.7583333333334,4.416666666666667,1453.0833333333335,290.6166666666667
1970,5, Not Graduate, Yes,7500000,15000000,14,661,12100000,5800000,29900000,4400000,1,47800000,31595800000,2106.3866666666668,7.0,4627.0,771.1666666666666
1971,4, Not Graduate, No,400000,900000,18,339,700000,200000,800000,200000,0,1700000,576300000,640.3333333333334,8.0,2712.0,542.4
1972,1, Graduate, Yes,8300000,17700000,10,673,23700000,5300000,28700000,4200000,1,57700000,38832100000,2193.9039548022597,4.6892655367231635,3155.875706214689,1577.9378531073446
1973,3, Graduate, No,4500000,16900000,18,748,8500000,7200000,15100000,6600000,1,30800000,23038400000,1363.2189349112425,4.792899408284024,3585.0887573964496,896.2721893491124
1974,3, Graduate, No,4600000,10000000,4,702,6800000,1500000,16100000,4500000,1,24400000,17128800000,1712.88,1.84,1291.68,322.92
1975,4, Not Graduate, No,4700000,10300000,12,710,7500000,7700000,16900000,6600000,1,32100000,22791000000,2212.7184466019417,5.475728155339806,3887.766990291262,777.5533980582525
1976,0, Graduate, Yes,900000,3500000,6,331,2400000,1400000,3500000,1100000,0,7300000,2416300000,690.3714285714286,1.542857142857143,510.6857142857143,510.6857142857143
1977,1, Not Graduate, No,2400000,7600000,12,372,5700000,4400000,6600000,1400000,0,16700000,6212400000,817.421052631579,3.789473684210526,1409.6842105263156,704.8421052631578
1978,0, Not Graduate, Yes,3900000,9600000,10,783,9900000,2100000,10900000,3900000,1,22900000,17930700000,1867.78125,4.0625,3180.9375,3180.9375
1979,0, Graduate, No,8300000,31400000,18,558,13300000,2900000,25900000,6300000,1,42100000,23491800000,748.1464968152866,4.75796178343949,2654.9426751592355,2654.9426751592355
1980,4, Graduate, Yes,4700000,13000000,6,552,5600000,8300000,11900000,2400000,1,25800000,14241600000,1095.5076923076922,2.169230769230769,1197.4153846153845,239.4830769230769
1981,4, Not Graduate, No,3900000,10600000,20,544,4100000,3100000,10900000,4900000,0,18100000,9846400000,928.9056603773585,7.3584905660377355,4003.018867924528,800.6037735849056
1982,2, Not Graduate, No,400000,1000000,6,425,800000,300000,800000,200000,0,1900000,807500000,807.5,2.4,1020.0,340.0
1983,2, Not Graduate, Yes,1700000,5100000,18,321,2000000,2800000,5100000,1500000,0,9900000,3177900000,623.1176470588235,6.0,1926.0,642.0
1984,2, Graduate, Yes,6100000,15500000,8,758,8900000,4000000,13300000,7200000,1,26200000,19859600000,1281.2645161290322,3.1483870967741936,2386.4774193548387,795.4924731182796
1985,5, Graduate, Yes,7300000,19600000,10,373,10400000,4700000,19500000,10600000,0,34600000,12905800000,658.4591836734694,3.7244897959183674,1389.234693877551,231.53911564625852
1986,3, Not Graduate, Yes,300000,500000,6,876,300000,100000,1100000,300000,1,1500000,1314000000,2628.0,3.6,3153.6,788.4
1987,2, Not Graduate, No,4300000,14500000,10,594,11400000,700000,14000000,5300000,1,26100000,15503400000,1069.2,2.9655172413793105,1761.5172413793105,587.1724137931035
1988,3, Not Graduate, No,7000000,18400000,18,837,2800000,7900000,15400000,5700000,1,26100000,21845700000,1187.266304347826,6.8478260869565215,5731.630434782608,1432.907608695652
1989,0, Not Graduate, Yes,4900000,16500000,4,600,11100000,2200000,12000000,6500000,1,25300000,15180000000,920.0,1.187878787878788,712.7272727272727,712.7272727272727
1990,4, Graduate, No,6200000,12400000,20,547,14200000,10800000,17200000,8000000,0,42200000,23083400000,1861.5645161290322,10.0,5470.0,1094.0
1991,1, Not Graduate, No,4100000,15800000,12,431,9700000,7300000,15200000,5700000,0,32200000,13878200000,878.367088607595,3.1139240506329116,1342.1012658227849,671.0506329113924
1992,0, Not Graduate, Yes,7300000,22600000,12,851,3300000,3400000,24800000,5300000,1,31500000,26806500000,1186.1283185840707,3.8761061946902653,3298.5663716814156,3298.5663716814156
1993,4, Not Graduate, Yes,9200000,28100000,12,760,23200000,9700000,22300000,12900000,1,55200000,41952000000,1492.9537366548043,3.9288256227758005,2985.9074733096086,597.1814946619218
1994,0, Not Graduate, No,800000,2400000,2,716,700000,1200000,3100000,400000,1,5000000,3580000000,1491.6666666666667,0.6666666666666666,477.3333333333333,477.3333333333333
1995,4, Not Graduate, No,2900000,11200000,10,744,6600000,4000000,7300000,1600000,1,17900000,13317600000,1189.0714285714287,2.5892857142857144,1926.4285714285716,385.28571428571433
1996,3, Not Graduate, No,8100000,21600000,4,740,22400000,3700000,16900000,9900000,1,43000000,31820000000,1473.148148148148,1.5,1110.0,277.5
1997,0, Graduate, No,9300000,20300000,14,759,27000000,11600000,26500000,10900000,1,65100000,49410900000,2434.0344827586205,6.413793103448276,4868.068965517241,4868.068965517241
1998,4, Graduate, Yes,9200000,29400000,14,517,4900000,0,33500000,10100000,0,38400000,19852800000,675.265306122449,4.380952380952381,2264.952380952381,452.9904761904762
1999,3, Not Graduate, Yes,3100000,6300000,18,895,2300000,3400000,10500000,4200000,1,16200000,14499000000,2301.4285714285716,8.857142857142858,7927.142857142858,1981.7857142857144
2000,3, Not Graduate, Yes,7000000,15400000,20,315,19900000,7600000,16400000,5900000,0,43900000,13828500000,897.9545454545455,9.090909090909092,2863.636363636364,715.909090909091
2001,4, Not Graduate, No,3900000,8800000,14,527,4600000,4900000,14900000,3100000,0,24400000,12858800000,1461.2272727272727,6.204545454545454,3269.7954545454545,653.959090909091
2002,3, Graduate, No,5500000,19800000,14,853,7300000,3000000,15500000,3100000,1,25800000,22007400000,1111.4848484848485,3.888888888888889,3317.222222222222,829.3055555555555
2003,0, Graduate, No,6600000,13700000,20,747,3600000,2400000,23900000,6000000,1,29900000,22335300000,1630.3138686131388,9.635036496350365,7197.3722627737225,7197.3722627737225
2004,2, Not Graduate, No,9900000,31600000,16,892,4200000,17500000,31400000,12700000,1,53100000,47365200000,1498.8987341772151,5.012658227848101,4471.291139240507,1490.4303797468356
2005,4, Graduate, Yes,6600000,20500000,8,856,18800000,5400000,15100000,9400000,1,39300000,33640800000,1641.0146341463415,2.575609756097561,2204.7219512195124,440.9443902439025
2006,3, Graduate, No,8600000,23600000,4,324,13800000,3800000,28500000,4300000,0,46100000,14936400000,632.8983050847457,1.4576271186440677,472.2711864406779,118.06779661016948
2007,5, Graduate, No,7900000,28600000,12,812,12100000,14400000,30000000,11700000,1,56500000,45878000000,1604.1258741258741,3.3146853146853146,2691.5244755244753,448.58741258741253
2008,5, Graduate, Yes,6800000,22600000,2,804,3500000,12500000,18200000,9900000,1,34200000,27496800000,1216.6725663716813,0.6017699115044248,483.82300884955754,80.63716814159292
2009,4, Graduate, No,700000,1800000,8,874,1600000,1000000,1300000,300000,1,3900000,3408600000,1893.6666666666667,3.111111111111111,2719.1111111111113,543.8222222222223
2010,2, Not Graduate, Yes,3800000,10000000,12,516,2400000,4200000,14200000,5100000,0,20800000,10732800000,1073.28,4.56,2352.9599999999996,784.3199999999998
2011,5, Graduate, Yes,6900000,18300000,4,402,12600000,13100000,23200000,6100000,0,48900000,19657800000,1074.1967213114754,1.5081967213114753,606.295081967213,101.04918032786884
2012,1, Graduate, Yes,3700000,12400000,12,330,3400000,1000000,10400000,2800000,0,14800000,4884000000,393.8709677419355,3.5806451612903225,1181.6129032258063,590.8064516129032
2013,1, Graduate, No,7900000,24000000,12,867,20500000,10000000,30700000,9400000,1,61200000,53060400000,2210.85,3.95,3424.65,1712.325
2014,4, Graduate, Yes,8800000,34200000,16,844,18700000,11000000,20700000,10700000,1,50400000,42537600000,1243.7894736842106,4.116959064327485,3474.7134502923973,694.9426900584795
2015,5, Not Graduate, Yes,3300000,7800000,8,310,3000000,3900000,8300000,4200000,0,15200000,4712000000,604.1025641025641,3.3846153846153846,1049.2307692307693,174.8717948717949
2016,4, Not Graduate, No,5800000,14200000,20,535,10200000,4000000,21100000,3400000,0,35300000,18885500000,1329.9647887323943,8.169014084507042,4370.422535211267,874.0845070422534
2017,1, Graduate, Yes,7400000,29500000,16,323,10000000,4400000,29400000,8100000,0,43800000,14147400000,479.5728813559322,4.013559322033898,1296.379661016949,648.1898305084745
2018,1, Graduate, No,8200000,25600000,4,686,2000000,5900000,17300000,4400000,1,25200000,17287200000,675.28125,1.28125,878.9375,439.46875
2019,0, Not Graduate, Yes,3300000,9600000,8,465,6100000,700000,9700000,2000000,0,16500000,7672500000,799.21875,2.75,1278.75,1278.75
2020,4, Graduate, Yes,5300000,10700000,12,547,1000000,10200000,11600000,5700000,0,22800000,12471600000,1165.5700934579438,5.94392523364486,3251.3271028037384,650.2654205607477
2021,1, Not Graduate, No,5700000,19100000,12,649,9400000,10200000,16400000,4500000,1,36000000,23364000000,1223.2460732984293,3.581151832460733,2324.167539267016,1162.083769633508
2022,2, Not Graduate, No,9000000,31000000,14,670,21300000,5400000,31100000,12900000,1,57800000,38726000000,1249.225806451613,4.064516129032258,2723.2258064516127,907.7419354838709
2023,3, Graduate, No,5900000,14400000,10,408,2400000,5100000,23000000,3700000,0,30500000,12444000000,864.1666666666666,4.097222222222222,1671.6666666666667,417.9166666666667
2024,2, Not Graduate, No,5400000,11900000,6,303,15000000,9200000,15400000,6900000,0,39600000,11998800000,1008.3025210084033,2.722689075630252,824.9747899159664,274.9915966386555
2025,0, Graduate, No,9800000,34800000,14,497,3000000,2200000,23800000,9600000,0,29000000,14413000000,414.1666666666667,3.942528735632184,1959.4367816091954,1959.4367816091954
2026,4, Graduate, Yes,9800000,34100000,14,740,6500000,16900000,27100000,5100000,1,50500000,37370000000,1095.8944281524928,4.023460410557185,2977.360703812317,595.4721407624634
2027,4, Not Graduate, Yes,3800000,8200000,4,309,10900000,3900000,10200000,3300000,0,25000000,7725000000,942.0731707317074,1.853658536585366,572.780487804878,114.5560975609756
2028,0, Not Graduate, No,9500000,24400000,14,769,14400000,2400000,30800000,14200000,1,47600000,36604400000,1500.1803278688524,5.450819672131147,4191.680327868852,4191.680327868852
2029,3, Graduate, Yes,2500000,7100000,6,420,3800000,3300000,8700000,3000000,0,15800000,6636000000,934.6478873239437,2.112676056338028,887.3239436619717,221.83098591549293
2030,1, Graduate, No,1900000,6000000,20,540,1100000,1400000,4300000,1300000,0,6800000,3672000000,612.0,6.333333333333333,3420.0,1710.0
2031,5, Graduate, Yes,4400000,10600000,20,806,9700000,3600000,10800000,2500000,1,24100000,19424600000,1832.5094339622642,8.30188679245283,6691.320754716981,1115.2201257861636
